#(id,from,to,speed,planTime)
(11643, 58, 25, 8, 9)
(11644, 31, 63, 4, 9)
(11645, 41, 5, 2, 5)
(11646, 63, 12, 6, 10)
(11647, 13, 50, 2, 7)
(11648, 23, 59, 4, 9)
(11649, 13, 61, 2, 7)
(11650, 9, 64, 2, 8)
(11651, 32, 64, 6, 10)
(11652, 30, 64, 4, 4)
(11653, 15, 55, 8, 5)
(11654, 25, 64, 6, 5)
(11655, 56, 2, 2, 8)
(11656, 26, 61, 2, 7)
(11657, 56, 6, 8, 1)
(11658, 1, 37, 4, 4)
(11659, 50, 12, 4, 1)
(11660, 39, 3, 8, 4)
(11661, 8, 47, 6, 4)
(11662, 1, 61, 6, 7)
(11663, 35, 1, 8, 7)
(11664, 45, 12, 2, 3)
(11665, 8, 58, 4, 6)
(11666, 1, 42, 4, 6)
(11667, 52, 7, 2, 9)
(11668, 30, 63, 6, 9)
(11669, 30, 63, 4, 8)
(11670, 30, 64, 6, 2)
(11671, 15, 53, 2, 8)
(11672, 59, 11, 4, 1)
(11673, 18, 59, 8, 8)
(11674, 55, 20, 6, 8)
(11675, 61, 24, 4, 6)
(11676, 45, 4, 2, 10)
(11677, 3, 46, 4, 9)
(11678, 27, 63, 6, 8)
(11679, 9, 45, 8, 2)
(11680, 10, 43, 8, 7)
(11681, 38, 4, 8, 1)
(11682, 43, 11, 6, 4)
(11683, 37, 3, 8, 2)
(11684, 17, 52, 2, 3)
(11685, 4, 58, 8, 2)
(11686, 6, 41, 6, 2)
(11687, 26, 64, 8, 6)
(11688, 27, 64, 4, 7)
(11689, 31, 64, 4, 5)
(11690, 49, 1, 2, 10)
(11691, 8, 63, 6, 4)
(11692, 57, 23, 8, 9)
(11693, 46, 11, 6, 9)
(11694, 8, 48, 8, 5)
(11695, 53, 2, 2, 4)
(11696, 3, 54, 4, 1)
(11697, 29, 62, 6, 1)
(11698, 43, 9, 2, 10)
(11699, 6, 39, 4, 4)
(11700, 34, 2, 2, 2)
(11701, 6, 64, 4, 1)
(11702, 14, 51, 6, 3)
(11703, 21, 55, 6, 4)
(11704, 61, 12, 6, 9)
(11705, 34, 1, 4, 4)
(11706, 50, 13, 2, 10)
(11707, 16, 54, 2, 9)
(11708, 61, 7, 6, 4)
(11709, 57, 4, 4, 1)
(11710, 18, 61, 2, 8)
(11711, 37, 3, 4, 4)
(11712, 50, 10, 4, 5)
(11713, 31, 64, 6, 9)
(11714, 7, 41, 4, 1)
(11715, 43, 3, 2, 9)
(11716, 6, 50, 2, 1)
(11717, 64, 1, 6, 7)
(11718, 29, 64, 8, 6)
(11719, 61, 13, 2, 2)
(11720, 32, 64, 6, 5)
(11721, 34, 1, 2, 6)
(11722, 45, 3, 4, 2)
(11723, 28, 62, 2, 2)
(11724, 30, 63, 4, 1)
(11725, 18, 63, 2, 4)
(11726, 37, 5, 6, 6)
(11727, 45, 8, 6, 1)
(11728, 5, 41, 4, 4)
(11729, 33, 1, 8, 10)
(11730, 57, 8, 4, 10)
(11731, 29, 61, 8, 2)
(11732, 23, 59, 4, 7)
(11733, 44, 5, 2, 6)
(11734, 46, 11, 6, 1)
(11735, 7, 43, 4, 1)
(11736, 59, 16, 8, 1)
(11737, 49, 12, 4, 2)
(11738, 7, 50, 2, 4)
(11739, 3, 48, 6, 9)
(11740, 14, 57, 8, 8)
(11741, 53, 3, 8, 4)
(11742, 14, 51, 2, 9)
(11743, 47, 2, 2, 1)
(11744, 47, 15, 2, 3)
(11745, 5, 63, 6, 5)
(11746, 36, 4, 6, 4)
(11747, 10, 51, 6, 7)
(11748, 59, 19, 4, 4)
(11749, 19, 52, 4, 5)
(11750, 8, 46, 8, 8)
(11751, 59, 24, 4, 7)
(11752, 47, 9, 6, 5)
(11753, 14, 59, 4, 7)
(11754, 54, 5, 4, 2)
(11755, 61, 16, 4, 1)
(11756, 57, 2, 2, 2)
(11757, 31, 64, 4, 4)
(11758, 51, 14, 2, 6)
(11759, 21, 64, 8, 2)
(11760, 33, 1, 8, 4)
(11761, 53, 17, 8, 10)
(11762, 61, 24, 2, 3)
(11763, 30, 63, 2, 3)
(11764, 31, 63, 6, 8)
(11765, 48, 6, 8, 2)
(11766, 52, 13, 8, 3)
(11767, 43, 11, 8, 1)
(11768, 9, 41, 6, 6)
(11769, 48, 9, 6, 1)
(11770, 26, 62, 4, 4)
(11771, 7, 55, 2, 8)
(11772, 8, 56, 4, 8)
(11773, 21, 62, 4, 6)
(11774, 13, 59, 4, 3)
(11775, 2, 63, 4, 5)
(11776, 9, 56, 4, 1)
(11777, 19, 61, 2, 2)
(11778, 56, 11, 8, 7)
(11779, 60, 17, 2, 7)
(11780, 57, 11, 8, 4)
(11781, 58, 19, 4, 8)
(11782, 40, 2, 4, 9)
(11783, 36, 3, 8, 1)
(11784, 20, 55, 8, 2)
(11785, 48, 10, 2, 10)
(11786, 59, 10, 8, 5)
(11787, 43, 2, 4, 1)
(11788, 10, 45, 6, 2)
(11789, 50, 18, 8, 5)
(11790, 48, 15, 8, 4)
(11791, 25, 61, 4, 4)
(11792, 8, 64, 8, 9)
(11793, 25, 63, 8, 6)
(11794, 62, 28, 6, 1)
(11795, 60, 24, 4, 2)
(11796, 56, 13, 2, 10)
(11797, 41, 8, 4, 10)
(11798, 37, 5, 6, 8)
(11799, 59, 17, 4, 2)
(11800, 2, 37, 4, 3)
(11801, 42, 5, 6, 8)
(11802, 18, 61, 6, 8)
(11803, 16, 48, 2, 10)
(11804, 36, 1, 6, 8)
(11805, 13, 57, 4, 8)
(11806, 13, 63, 8, 5)
(11807, 4, 58, 6, 1)
(11808, 23, 57, 2, 5)
(11809, 21, 58, 4, 2)
(11810, 6, 59, 8, 3)
(11811, 40, 6, 8, 9)
(11812, 29, 62, 2, 4)
(11813, 1, 61, 2, 8)
(11814, 41, 1, 8, 4)
(11815, 61, 29, 4, 7)
(11816, 25, 59, 6, 9)
(11817, 58, 23, 8, 1)
(11818, 17, 51, 6, 2)
(11819, 7, 46, 8, 4)
(11820, 35, 2, 2, 8)
(11821, 20, 64, 2, 3)
(11822, 17, 60, 2, 7)
(11823, 30, 64, 4, 8)
(11824, 25, 61, 2, 2)
(11825, 48, 6, 2, 8)
(11826, 13, 48, 8, 5)
(11827, 42, 2, 8, 7)
(11828, 43, 10, 2, 7)
(11829, 45, 5, 8, 4)
(11830, 33, 1, 4, 2)
(11831, 15, 63, 8, 8)
(11832, 19, 51, 8, 5)
(11833, 42, 8, 8, 1)
(11834, 57, 5, 8, 8)
(11835, 31, 63, 8, 10)
(11836, 49, 17, 2, 8)
(11837, 50, 16, 4, 1)
(11838, 9, 43, 6, 3)
(11839, 60, 22, 6, 10)
(11840, 40, 2, 4, 5)
(11841, 14, 59, 8, 1)
(11842, 24, 61, 8, 5)
(11843, 55, 8, 6, 10)
(11844, 2, 37, 6, 6)
(11845, 19, 54, 2, 9)
(11846, 57, 21, 6, 9)
(11847, 37, 5, 6, 3)
(11848, 58, 21, 2, 6)
(11849, 41, 9, 4, 3)
(11850, 44, 9, 6, 3)
(11851, 36, 4, 4, 2)
(11852, 42, 4, 4, 8)
(11853, 56, 19, 4, 7)
(11854, 5, 43, 8, 3)
(11855, 46, 8, 6, 10)
(11856, 44, 1, 4, 9)
(11857, 14, 47, 8, 3)
(11858, 1, 48, 2, 4)
(11859, 26, 64, 4, 2)
(11860, 7, 55, 6, 8)
(11861, 52, 10, 6, 7)
(11862, 48, 4, 8, 4)
(11863, 47, 11, 4, 3)
(11864, 31, 64, 6, 9)
(11865, 20, 61, 2, 1)
(11866, 30, 63, 6, 2)
(11867, 36, 3, 4, 8)
(11868, 47, 11, 6, 2)
(11869, 24, 63, 4, 6)
(11870, 47, 13, 6, 2)
(11871, 54, 9, 2, 8)
(11872, 31, 63, 4, 8)
(11873, 62, 3, 6, 4)
(11874, 4, 63, 6, 4)
(11875, 42, 5, 4, 4)
(11876, 41, 3, 4, 5)
(11877, 52, 3, 2, 10)
(11878, 56, 22, 4, 1)
(11879, 10, 56, 2, 7)
(11880, 49, 3, 8, 1)
(11881, 53, 1, 4, 2)
(11882, 43, 3, 4, 9)
(11883, 35, 3, 6, 10)
(11884, 40, 5, 4, 8)
(11885, 55, 14, 6, 1)
(11886, 50, 10, 8, 7)
(11887, 21, 56, 6, 3)
(11888, 5, 57, 6, 7)
(11889, 16, 51, 6, 5)
(11890, 61, 5, 8, 2)
(11891, 20, 64, 2, 6)
(11892, 41, 5, 2, 3)
(11893, 16, 49, 6, 8)
(11894, 1, 50, 2, 5)
(11895, 64, 3, 6, 2)
(11896, 19, 64, 2, 8)
(11897, 32, 64, 8, 4)
(11898, 24, 64, 8, 2)
(11899, 26, 59, 8, 7)
(11900, 20, 56, 6, 9)
(11901, 11, 54, 2, 5)
(11902, 31, 63, 2, 9)
(11903, 23, 61, 4, 6)
(11904, 60, 24, 8, 2)
(11905, 31, 64, 6, 3)
(11906, 49, 17, 6, 2)
(11907, 38, 2, 6, 9)
(11908, 52, 5, 2, 7)
(11909, 37, 1, 6, 10)
(11910, 36, 1, 8, 9)
(11911, 25, 61, 8, 2)
(11912, 17, 57, 4, 2)
(11913, 19, 58, 4, 8)
(11914, 12, 52, 4, 4)
(11915, 49, 5, 4, 4)
(11916, 45, 7, 2, 1)
(11917, 33, 1, 6, 3)
(11918, 22, 59, 2, 1)
(11919, 6, 58, 8, 10)
(11920, 4, 39, 6, 9)
(11921, 44, 12, 2, 10)
(11922, 26, 60, 8, 9)
(11923, 7, 48, 4, 5)
(11924, 57, 11, 6, 10)
(11925, 50, 18, 4, 4)
(11926, 9, 61, 4, 5)
(11927, 60, 7, 6, 10)
(11928, 25, 63, 4, 5)
(11929, 2, 50, 2, 5)
(11930, 1, 43, 6, 7)
(11931, 42, 6, 6, 4)
(11932, 22, 64, 4, 4)
(11933, 17, 61, 8, 6)
(11934, 55, 7, 4, 9)
(11935, 38, 3, 2, 7)
(11936, 31, 64, 4, 8)
(11937, 51, 5, 4, 7)
(11938, 63, 14, 2, 7)
(11939, 6, 55, 2, 8)
(11940, 3, 45, 8, 8)
(11941, 48, 4, 4, 3)
(11942, 48, 9, 4, 10)
(11943, 22, 62, 2, 10)
(11944, 33, 1, 8, 5)
(11945, 4, 56, 8, 2)
(11946, 35, 2, 4, 10)
(11947, 44, 2, 4, 10)
(11948, 34, 1, 6, 5)
(11949, 38, 1, 8, 10)
(11950, 41, 9, 6, 1)
(11951, 41, 6, 6, 10)
(11952, 55, 15, 2, 2)
(11953, 42, 6, 2, 10)
(11954, 24, 63, 4, 4)
(11955, 47, 8, 2, 8)
(11956, 21, 53, 4, 2)
(11957, 40, 4, 8, 4)
(11958, 52, 12, 2, 3)
(11959, 39, 4, 6, 1)
(11960, 23, 59, 8, 3)
(11961, 53, 17, 4, 10)
(11962, 19, 59, 4, 4)
(11963, 57, 22, 2, 10)
(11964, 13, 58, 8, 8)
(11965, 27, 59, 6, 1)
(11966, 5, 37, 6, 10)
(11967, 17, 57, 4, 3)
(11968, 17, 62, 6, 10)
(11969, 43, 6, 2, 4)
(11970, 54, 22, 6, 9)
(11971, 52, 20, 2, 4)
(11972, 44, 6, 2, 9)
(11973, 63, 20, 8, 6)
(11974, 56, 6, 6, 6)
(11975, 53, 10, 4, 2)
(11976, 41, 8, 6, 5)
(11977, 21, 62, 2, 3)
(11978, 14, 49, 4, 6)
(11979, 53, 17, 4, 8)
(11980, 37, 4, 2, 6)
(11981, 54, 15, 4, 6)
(11982, 48, 3, 2, 8)
(11983, 47, 11, 4, 6)
(11984, 43, 11, 6, 9)
(11985, 53, 4, 6, 7)
(11986, 9, 57, 4, 4)
(11987, 43, 1, 8, 6)
(11988, 25, 60, 8, 4)
(11989, 8, 50, 2, 7)
(11990, 12, 49, 2, 5)
(11991, 40, 3, 2, 6)
(11992, 54, 18, 4, 1)
(11993, 45, 6, 2, 10)
(11994, 24, 57, 4, 10)
(11995, 30, 63, 6, 5)
(11996, 5, 59, 8, 2)
(11997, 48, 13, 4, 1)
(11998, 22, 60, 6, 10)
(11999, 38, 3, 6, 2)
(12000, 14, 58, 4, 3)
(12001, 9, 51, 8, 6)
(12002, 39, 4, 2, 4)
(12003, 32, 64, 8, 5)
(12004, 48, 4, 6, 7)
(12005, 20, 57, 2, 2)
(12006, 37, 3, 2, 6)
(12007, 25, 62, 2, 7)
(12008, 42, 6, 2, 8)
(12009, 60, 23, 2, 4)
(12010, 4, 37, 2, 8)
(12011, 28, 63, 4, 2)
(12012, 12, 64, 2, 3)
(12013, 24, 59, 8, 9)
(12014, 52, 13, 6, 2)
(12015, 30, 62, 6, 1)
(12016, 2, 35, 8, 2)
(12017, 17, 64, 2, 5)
(12018, 21, 53, 2, 3)
(12019, 42, 1, 8, 7)
(12020, 21, 61, 4, 5)
(12021, 53, 17, 6, 5)
(12022, 56, 19, 4, 7)
(12023, 48, 4, 4, 7)
(12024, 14, 55, 6, 1)
(12025, 46, 10, 2, 1)
(12026, 33, 1, 4, 6)
(12027, 40, 8, 2, 9)
(12028, 18, 51, 4, 3)
(12029, 16, 53, 6, 1)
(12030, 19, 62, 8, 2)
(12031, 28, 63, 8, 10)
(12032, 2, 62, 8, 8)
(12033, 11, 58, 6, 7)
(12034, 21, 58, 2, 6)
(12035, 33, 1, 6, 7)
(12036, 60, 11, 2, 6)
(12037, 19, 60, 8, 4)
(12038, 59, 2, 4, 8)
(12039, 40, 3, 8, 2)
(12040, 25, 64, 6, 3)
(12041, 30, 63, 8, 3)
(12042, 46, 9, 2, 2)
(12043, 12, 52, 4, 1)
(12044, 41, 3, 2, 3)
(12045, 57, 22, 4, 1)
(12046, 2, 52, 8, 4)
(12047, 22, 60, 8, 1)
(12048, 12, 61, 4, 4)
(12049, 55, 12, 2, 8)
(12050, 15, 60, 2, 4)
(12051, 12, 55, 4, 10)
(12052, 26, 59, 8, 10)
(12053, 15, 48, 2, 1)
(12054, 20, 58, 6, 6)
(12055, 26, 61, 6, 2)
(12056, 38, 5, 6, 6)
(12057, 48, 5, 2, 7)
(12058, 34, 2, 2, 1)
(12059, 7, 63, 2, 3)
(12060, 41, 1, 2, 10)
(12061, 46, 10, 6, 5)
(12062, 38, 6, 2, 5)
(12063, 54, 17, 2, 9)
(12064, 45, 12, 8, 4)
(12065, 42, 9, 8, 4)
(12066, 23, 63, 4, 6)
(12067, 49, 15, 8, 3)
(12068, 26, 62, 6, 7)
(12069, 5, 54, 6, 1)
(12070, 34, 2, 4, 4)
(12071, 35, 3, 6, 8)
(12072, 20, 63, 6, 3)
(12073, 20, 63, 4, 5)
(12074, 39, 5, 4, 7)
(12075, 55, 9, 8, 4)
(12076, 60, 14, 8, 1)
(12077, 22, 62, 4, 7)
(12078, 15, 56, 2, 5)
(12079, 21, 55, 8, 6)
(12080, 53, 7, 6, 1)
(12081, 57, 10, 2, 6)
(12082, 61, 28, 6, 1)
(12083, 36, 1, 2, 8)
(12084, 16, 50, 6, 7)
(12085, 38, 1, 6, 6)
(12086, 62, 26, 2, 3)
(12087, 46, 10, 6, 9)
(12088, 2, 56, 6, 5)
(12089, 48, 7, 4, 2)
(12090, 17, 57, 8, 5)
(12091, 62, 12, 6, 4)
(12092, 30, 64, 4, 3)
(12093, 61, 27, 8, 10)
(12094, 13, 62, 8, 6)
(12095, 39, 4, 6, 9)
(12096, 58, 9, 4, 1)
(12097, 47, 10, 4, 2)
(12098, 31, 64, 2, 8)
(12099, 5, 57, 4, 2)
(12100, 64, 13, 6, 4)
(12101, 45, 5, 8, 7)
(12102, 32, 64, 4, 5)
(12103, 58, 9, 4, 1)
(12104, 56, 14, 4, 8)
(12105, 30, 62, 2, 7)
(12106, 11, 54, 8, 6)
(12107, 39, 5, 6, 9)
(12108, 33, 1, 6, 9)
(12109, 63, 21, 6, 3)
(12110, 30, 63, 2, 5)
(12111, 29, 64, 4, 10)
(12112, 59, 14, 2, 7)
(12113, 61, 18, 8, 10)
(12114, 42, 3, 2, 9)
(12115, 23, 60, 4, 3)
(12116, 9, 46, 8, 1)
(12117, 47, 14, 6, 9)
(12118, 54, 19, 2, 8)
(12119, 46, 11, 6, 5)
(12120, 34, 2, 4, 7)
(12121, 38, 2, 2, 1)
(12122, 11, 51, 6, 2)
(12123, 46, 6, 4, 4)
(12124, 11, 63, 2, 1)
(12125, 52, 18, 2, 8)
(12126, 63, 3, 8, 6)
(12127, 21, 53, 2, 7)
(12128, 18, 51, 4, 6)
(12129, 35, 1, 4, 5)
(12130, 25, 64, 2, 6)
(12131, 37, 1, 2, 5)
(12132, 32, 64, 2, 3)
(12133, 34, 1, 2, 7)
(12134, 1, 45, 4, 7)
(12135, 24, 61, 4, 6)
(12136, 26, 61, 2, 2)
(12137, 22, 62, 6, 6)
(12138, 58, 14, 8, 1)
(12139, 18, 57, 4, 1)
(12140, 49, 12, 6, 3)
(12141, 21, 58, 6, 4)
(12142, 17, 54, 2, 2)
(12143, 37, 4, 8, 9)
(12144, 62, 28, 8, 6)
(12145, 30, 63, 8, 10)
(12146, 39, 3, 6, 7)
(12147, 29, 63, 6, 9)
(12148, 24, 62, 8, 4)
(12149, 57, 10, 4, 9)
(12150, 50, 18, 2, 8)
(12151, 21, 60, 2, 5)
(12152, 11, 57, 8, 1)
(12153, 63, 26, 4, 4)
(12154, 13, 53, 8, 5)
(12155, 6, 42, 8, 7)
(12156, 47, 15, 8, 2)
(12157, 7, 45, 6, 3)
(12158, 35, 3, 2, 10)
(12159, 13, 55, 2, 3)
(12160, 56, 17, 8, 8)
(12161, 53, 15, 6, 9)
(12162, 53, 15, 2, 6)
(12163, 64, 4, 8, 2)
(12164, 32, 64, 6, 3)
(12165, 48, 2, 2, 10)
(12166, 40, 4, 6, 3)
(12167, 34, 1, 8, 5)
(12168, 29, 63, 8, 6)
(12169, 61, 11, 4, 7)
(12170, 59, 3, 2, 9)
(12171, 30, 64, 4, 3)
(12172, 20, 59, 2, 7)
(12173, 45, 8, 6, 8)
(12174, 45, 6, 2, 10)
(12175, 11, 61, 8, 5)
(12176, 46, 1, 2, 5)
(12177, 58, 1, 6, 3)
(12178, 31, 63, 2, 3)
(12179, 9, 44, 6, 9)
(12180, 7, 52, 2, 9)
(12181, 37, 3, 2, 10)
(12182, 20, 64, 2, 3)
(12183, 43, 1, 4, 4)
(12184, 30, 62, 4, 6)
(12185, 24, 61, 8, 8)
(12186, 51, 10, 8, 3)
(12187, 19, 57, 2, 3)
(12188, 55, 8, 6, 2)
(12189, 58, 8, 6, 4)
(12190, 49, 3, 2, 1)
(12191, 23, 61, 2, 4)
(12192, 44, 12, 6, 2)
(12193, 38, 5, 2, 4)
(12194, 9, 46, 6, 9)
(12195, 6, 61, 8, 10)
(12196, 50, 9, 8, 3)
(12197, 52, 16, 2, 5)
(12198, 54, 4, 2, 5)
(12199, 22, 56, 8, 8)
(12200, 49, 15, 8, 2)
(12201, 56, 16, 8, 4)
(12202, 43, 7, 4, 2)
(12203, 41, 4, 4, 4)
(12204, 32, 64, 8, 7)
(12205, 34, 1, 6, 9)
(12206, 14, 58, 6, 9)
(12207, 20, 63, 8, 2)
(12208, 10, 61, 2, 6)
(12209, 32, 64, 8, 4)
(12210, 19, 62, 2, 2)
(12211, 56, 18, 8, 8)
(12212, 56, 18, 8, 5)
(12213, 28, 62, 8, 4)
(12214, 24, 58, 6, 3)
(12215, 15, 61, 8, 4)
(12216, 24, 61, 4, 9)
(12217, 54, 3, 2, 6)
(12218, 5, 58, 8, 10)
(12219, 15, 64, 2, 1)
(12220, 46, 8, 2, 3)
(12221, 1, 55, 6, 10)
(12222, 32, 64, 6, 10)
(12223, 64, 21, 8, 8)
(12224, 42, 2, 2, 2)
(12225, 29, 61, 8, 7)
(12226, 55, 12, 6, 5)
(12227, 46, 11, 6, 2)
(12228, 40, 6, 8, 6)
(12229, 46, 5, 4, 7)
(12230, 45, 2, 8, 4)
(12231, 59, 13, 6, 1)
(12232, 50, 16, 4, 6)
(12233, 7, 42, 6, 6)
(12234, 64, 1, 2, 3)
(12235, 24, 57, 2, 8)
(12236, 21, 63, 8, 10)
(12237, 8, 46, 4, 6)
(12238, 31, 64, 6, 4)
(12239, 2, 43, 4, 5)
(12240, 16, 54, 4, 10)
(12241, 34, 1, 2, 10)
(12242, 21, 54, 4, 5)
(12243, 45, 7, 2, 6)
(12244, 22, 63, 8, 7)
(12245, 30, 63, 2, 4)
(12246, 27, 63, 2, 7)
(12247, 2, 59, 6, 8)
(12248, 55, 12, 6, 6)
(12249, 33, 1, 6, 8)
(12250, 57, 23, 2, 6)
(12251, 62, 19, 8, 7)
(12252, 56, 10, 6, 5)
(12253, 8, 46, 2, 5)
(12254, 28, 60, 4, 10)
(12255, 11, 58, 4, 1)
(12256, 16, 57, 4, 1)
(12257, 27, 62, 8, 8)
(12258, 45, 2, 2, 1)
(12259, 47, 12, 6, 5)
(12260, 1, 42, 6, 3)
(12261, 22, 58, 4, 7)
(12262, 56, 4, 2, 9)
(12263, 7, 43, 8, 4)
(12264, 59, 3, 8, 9)
(12265, 39, 1, 6, 10)
(12266, 36, 3, 2, 7)
(12267, 35, 3, 6, 10)
(12268, 1, 55, 8, 7)
(12269, 54, 8, 6, 2)
(12270, 64, 24, 8, 10)
(12271, 17, 62, 6, 1)
(12272, 16, 57, 4, 5)
(12273, 23, 56, 4, 9)
(12274, 8, 53, 8, 6)
(12275, 55, 13, 4, 5)
(12276, 29, 64, 4, 7)
(12277, 38, 4, 2, 10)
(12278, 60, 26, 6, 2)
(12279, 38, 6, 2, 3)
(12280, 64, 17, 6, 7)
(12281, 16, 61, 2, 10)
(12282, 43, 2, 6, 9)
(12283, 44, 4, 4, 2)
(12284, 52, 2, 8, 4)
(12285, 1, 53, 6, 2)
(12286, 13, 62, 6, 2)
(12287, 6, 59, 4, 5)
(12288, 56, 24, 8, 7)
(12289, 28, 63, 8, 1)
(12290, 33, 1, 6, 10)
(12291, 33, 1, 2, 3)
(12292, 38, 5, 6, 5)
(12293, 8, 61, 8, 9)
(12294, 23, 55, 8, 3)
(12295, 24, 61, 2, 5)
(12296, 34, 1, 6, 1)
(12297, 8, 55, 6, 3)
(12298, 61, 20, 4, 8)
(12299, 64, 28, 2, 8)
(12300, 25, 59, 2, 5)
(12301, 63, 1, 4, 3)
(12302, 19, 63, 8, 2)
(12303, 61, 13, 4, 8)
(12304, 34, 2, 2, 7)
(12305, 62, 8, 4, 1)
(12306, 16, 62, 6, 6)
(12307, 54, 20, 2, 6)
(12308, 61, 8, 4, 8)
(12309, 19, 63, 6, 4)
(12310, 16, 57, 8, 4)
(12311, 10, 57, 4, 1)
(12312, 24, 57, 8, 5)
(12313, 52, 4, 6, 3)
(12314, 8, 56, 4, 8)
(12315, 9, 48, 4, 6)
(12316, 17, 63, 2, 1)
(12317, 41, 4, 2, 8)
(12318, 56, 6, 6, 1)
(12319, 33, 1, 2, 10)
(12320, 27, 63, 4, 7)
(12321, 27, 64, 6, 3)
(12322, 42, 2, 2, 8)
(12323, 26, 63, 8, 10)
(12324, 35, 3, 6, 5)
(12325, 53, 12, 6, 6)
(12326, 15, 59, 6, 5)
(12327, 53, 12, 6, 8)
(12328, 39, 2, 2, 1)
(12329, 45, 2, 4, 3)
(12330, 60, 20, 8, 1)
(12331, 36, 4, 4, 9)
(12332, 51, 8, 8, 4)
(12333, 63, 15, 4, 3)
(12334, 32, 64, 2, 6)
(12335, 6, 61, 2, 2)
(12336, 46, 4, 8, 10)
(12337, 58, 5, 4, 3)
(12338, 24, 58, 4, 10)
(12339, 31, 64, 4, 9)
(12340, 8, 43, 6, 3)
(12341, 20, 59, 4, 7)
(12342, 8, 48, 2, 10)
(12343, 33, 1, 6, 7)
(12344, 52, 12, 8, 10)
(12345, 3, 62, 6, 8)
(12346, 54, 21, 8, 4)
(12347, 32, 64, 6, 6)
(12348, 21, 54, 4, 7)
(12349, 24, 59, 2, 9)
(12350, 26, 58, 4, 9)
(12351, 32, 64, 2, 2)
(12352, 62, 27, 2, 5)
(12353, 48, 6, 4, 9)
(12354, 42, 2, 8, 3)
(12355, 8, 46, 4, 3)
(12356, 63, 2, 2, 9)
(12357, 64, 4, 6, 1)
(12358, 22, 57, 8, 5)
(12359, 27, 62, 6, 7)
(12360, 53, 4, 2, 4)
(12361, 23, 63, 2, 10)
(12362, 55, 22, 2, 6)
(12363, 29, 64, 2, 8)
(12364, 50, 3, 6, 3)
(12365, 61, 25, 4, 7)
(12366, 35, 1, 6, 1)
(12367, 26, 64, 4, 4)
(12368, 36, 2, 8, 6)
(12369, 42, 6, 4, 5)
(12370, 47, 4, 6, 10)
(12371, 51, 5, 2, 9)
(12372, 34, 2, 6, 6)
(12373, 34, 1, 8, 9)
(12374, 34, 2, 2, 9)
(12375, 36, 2, 2, 8)
(12376, 17, 59, 6, 8)
(12377, 61, 22, 8, 2)
(12378, 53, 7, 4, 9)
(12379, 23, 56, 8, 3)
(12380, 8, 52, 6, 4)
(12381, 11, 63, 8, 10)
(12382, 53, 1, 8, 5)
(12383, 12, 58, 8, 2)
(12384, 48, 7, 8, 5)
(12385, 32, 64, 4, 8)
(12386, 5, 60, 2, 4)
(12387, 8, 49, 4, 9)
(12388, 53, 3, 6, 1)
(12389, 49, 8, 6, 10)
(12390, 40, 6, 6, 6)
(12391, 54, 19, 6, 9)
(12392, 52, 20, 4, 7)
(12393, 34, 1, 6, 9)
(12394, 63, 1, 8, 5)
(12395, 59, 5, 2, 4)
(12396, 24, 58, 8, 6)
(12397, 24, 56, 4, 8)
(12398, 56, 12, 6, 5)
(12399, 55, 23, 8, 1)
(12400, 32, 64, 8, 6)
(12401, 40, 7, 8, 4)
(12402, 27, 63, 6, 4)
(12403, 18, 50, 4, 8)
(12404, 12, 45, 6, 2)
(12405, 56, 20, 4, 2)
(12406, 58, 23, 4, 6)
(12407, 10, 64, 4, 10)
(12408, 4, 54, 4, 7)
(12409, 17, 52, 8, 8)
(12410, 58, 13, 6, 9)
(12411, 18, 50, 8, 2)
(12412, 48, 7, 6, 1)
(12413, 10, 64, 6, 8)
(12414, 16, 50, 6, 9)
(12415, 48, 15, 4, 3)
(12416, 29, 64, 4, 7)
(12417, 61, 10, 6, 8)
(12418, 45, 2, 8, 1)
(12419, 45, 8, 8, 10)
(12420, 48, 6, 6, 2)
(12421, 56, 13, 2, 5)
(12422, 15, 51, 2, 5)
(12423, 44, 5, 6, 9)
(12424, 62, 28, 2, 9)
(12425, 3, 55, 2, 3)
(12426, 5, 44, 2, 9)
